# BUSCO version is: 5.8.2 
# The lineage dataset is: diptera_odb12 (Creation date: 2025-04-11, number of genomes: 76, number of BUSCOs: 5067)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length
286387at7147	Complete	OZ038375.1	28676751	28736622	+	1517.4	848
286403at7147	Complete	OZ038375.1	24414295	24413195	-	576.6	323
286673at7147	Complete	OZ038372.1	32044059	32051168	+	1266.3	627
286690at7147	Complete	OZ038372.1	42968030	42967280	-	387.8	186
286854at7147	Complete	OZ038371.1	23674223	23675281	+	238.9	187
286884at7147	Complete	OZ038373.1	114533969	114519347	-	593.6	525
286906at7147	Complete	OZ038372.1	157459193	157377863	-	1593.2	996
287026at7147	Complete	OZ038373.1	53889363	53889863	+	276.5	166
287034at7147	Complete	OZ038375.1	102857213	102858278	+	493.0	284
287072at7147	Complete	OZ038372.1	154266909	154272781	+	1469.6	850
287222at7147	Complete	OZ038372.1	2196845	2190124	-	590.8	285
287289at7147	Complete	OZ038371.1	109710021	109681959	-	432.6	210
287351at7147	Complete	OZ038374.1	9115902	9115162	-	223.7	203
287354at7147	Complete	OZ038372.1	124877541	124968851	+	1262.1	717
287401at7147	Complete	OZ038371.1	208651641	208701860	+	1102.6	527
287408at7147	Complete	OZ038372.1	58234144	58235041	+	491.5	261
287440at7147	Complete	OZ038376.1	22901477	22899427	-	1124.5	603
287476at7147	Complete	OZ038374.1	110544720	110487712	-	1171.0	659
287488at7147	Complete	OZ038371.1	203384727	203432977	+	450.0	252
287511at7147	Complete	OZ038374.1	20296292	20271518	-	1691.6	1247
287523at7147	Complete	OZ038371.1	148388228	148449849	+	496.6	318
287604at7147	Complete	OZ038373.1	111369905	111355005	-	471.9	305
287631at7147	Complete	OZ038371.1	173621039	173624550	+	1289.1	658
287656at7147	Complete	OZ038371.1	138796959	138870635	+	1405.5	949
287742at7147	Complete	OZ038371.1	193672487	193661518	-	678.6	359
287774at7147	Complete	OZ038374.1	93900764	93892423	-	417.4	233
287822at7147	Complete	OZ038375.1	30969053	30947999	-	484.2	286
287967at7147	Complete	OZ038371.1	173428028	173418177	-	303.1	166
288097at7147	Complete	OZ038375.1	28353048	28332955	-	555.4	296
288113at7147	Complete	OZ038374.1	42508473	42365430	-	690.7	352
288131at7147	Complete	OZ038375.1	3583423	3543728	-	1224.4	633
288139at7147	Complete	OZ038373.1	2432843	2445797	+	781.8	507
288271at7147	Complete	OZ038371.1	214945554	214949424	+	360.8	206
288308at7147	Complete	OZ038373.1	148129125	148134899	+	297.0	164
288317at7147	Complete	OZ038374.1	124801471	124811607	+	266.7	164
288423at7147	Fragmented	OZ038376.1	12810774	12815194	+	50.5	118
288648at7147	Complete	OZ038375.1	35949166	35949995	+	256.6	172
288665at7147	Complete	OZ038375.1	113535964	113544303	+	516.7	258
288771at7147	Complete	OZ038371.1	102415130	102448003	+	587.2	307
288845at7147	Complete	OZ038371.1	220502825	220515333	+	2438.0	1632
288922at7147	Complete	OZ038375.1	108718136	108720034	+	1137.2	550
288954at7147	Complete	OZ038372.1	19270632	19271570	+	230.8	181
289027at7147	Complete	OZ038371.1	36420891	36321913	-	2048.9	1398
289085at7147	Complete	OZ038372.1	34704391	34687483	-	782.9	455
289134at7147	Complete	OZ038371.1	146230264	146222106	-	1194.9	694
289197at7147	Complete	OZ038373.1	149288252	149259614	-	669.1	379
289242at7147	Complete	OZ038372.1	145540389	145538275	-	1053.6	581
289464at7147	Complete	OZ038371.1	20275642	20257687	-	693.3	319
289612at7147	Complete	OZ038374.1	136431062	136492046	+	866.5	472
289817at7147	Complete	OZ038375.1	8124674	8125450	+	370.2	231
289959at7147	Complete	OZ038371.1	145125554	145124723	-	401.4	224
290064at7147	Complete	OZ038374.1	104263499	104270927	+	1149.1	623
290143at7147	Complete	OZ038372.1	161905286	161906164	+	217.8	138
290299at7147	Complete	OZ038372.1	31546237	31547577	+	627.4	421
290444at7147	Complete	OZ038372.1	34888859	34871232	-	918.3	423
290481at7147	Complete	OZ038374.1	25881306	25894007	+	1409.7	808
290525at7147	Complete	OZ038372.1	158504664	158505409	+	391.1	204
290654at7147	Missing
290655at7147	Complete	OZ038375.1	12693790	12699898	+	501.1	313
290691at7147	Complete	OZ038372.1	67267352	67267894	+	272.1	174
290784at7147	Complete	OZ038373.1	2202826	2201597	-	355.1	305
290830at7147	Complete	OZ038375.1	111553480	111550552	-	349.3	180
290958at7147	Complete	OZ038372.1	136211681	136210197	-	612.1	415
290986at7147	Complete	OZ038375.1	112993304	112990879	-	1217.9	638
291230at7147	Complete	OZ038371.1	18438978	18426619	-	1077.1	583
291269at7147	Complete	OZ038371.1	34564200	34548183	-	1070.9	686
291313at7147	Complete	OZ038373.1	112118135	112131794	+	1148.8	778
291384at7147	Complete	OZ038374.1	84861435	84835379	-	758.8	512
291500at7147	Complete	OZ038373.1	76255932	76255071	-	375.1	234
291747at7147	Missing
291775at7147	Complete	OZ038371.1	154507911	154509434	+	1085.9	498
291799at7147	Complete	OZ038371.1	115289575	115277894	-	961.3	590
291806at7147	Complete	OZ038371.1	13567019	13572754	+	880.5	519
291851at7147	Complete	OZ038371.1	58240306	58295935	+	1476.9	818
291867at7147	Complete	OZ038374.1	75839655	75986602	+	1424.9	851
291945at7147	Complete	OZ038374.1	140420368	140427666	+	716.7	672
291961at7147	Complete	OZ038375.1	42513389	42512931	-	166.2	124
291969at7147	Complete	OZ038371.1	209816964	209818050	+	367.8	256
292205at7147	Complete	OZ038373.1	19686692	19698881	+	1488.4	1325
292255at7147	Complete	OZ038374.1	112841431	112847848	+	417.6	274
292315at7147	Complete	OZ038371.1	3423661	3492429	+	1154.1	679
292349at7147	Complete	OZ038372.1	16973862	16974687	+	311.9	206
292437at7147	Complete	OZ038375.1	20748978	20749767	+	388.1	225
292516at7147	Complete	OZ038371.1	222882056	222949935	+	2222.5	1246
292525at7147	Missing
292553at7147	Complete	OZ038374.1	26126041	26126526	+	286.0	147
292560at7147	Complete	OZ038374.1	81411178	81394172	-	3066.7	2936
292686at7147	Complete	OZ038371.1	223951707	223950047	-	878.9	472
292709at7147	Complete	OZ038373.1	12845395	12854371	+	1008.1	671
292716at7147	Complete	OZ038374.1	106604338	106605400	+	548.0	267
292726at7147	Complete	OZ038372.1	62924928	62926167	+	574.8	367
292746at7147	Complete	OZ038373.1	123850459	123851595	+	447.1	249
292762at7147	Complete	OZ038374.1	93412982	93434315	+	671.4	501
292807at7147	Complete	OZ038371.1	230361203	230348586	-	1107.1	602
292918at7147	Complete	OZ038375.1	7757638	7757205	-	168.7	103
292983at7147	Complete	OZ038375.1	27544857	27499937	-	1107.8	552
293157at7147	Complete	OZ038373.1	141680676	141702867	+	1520.3	1130
293181at7147	Complete	OZ038373.1	78117366	78204353	+	1460.5	828
293245at7147	Complete	OZ038374.1	14276762	14258900	-	2368.7	1423
293374at7147	Complete	OZ038373.1	12978620	12966892	-	2209.0	1100
293473at7147	Complete	OZ038372.1	159612032	159606879	-	1047.1	531
293502at7147	Complete	OZ038373.1	134823804	134825831	+	1065.7	545
293685at7147	Complete	OZ038371.1	22805209	22794058	-	898.0	494
293743at7147	Complete	OZ038371.1	115102727	115032989	-	733.6	516
293787at7147	Complete	OZ038371.1	205409812	205387733	-	3686.4	2070
293805at7147	Complete	OZ038372.1	100278307	100230609	-	2052.6	1187
293819at7147	Complete	OZ038371.1	36679643	36665308	-	989.8	488
293949at7147	Complete	OZ038375.1	99432518	99437337	+	2203.5	1255
293958at7147	Complete	OZ038371.1	135396437	135372730	-	804.0	663
294036at7147	Complete	OZ038371.1	153649107	153642669	-	768.9	429
294184at7147	Complete	OZ038372.1	494877	494568	-	158.7	85
294261at7147	Complete	OZ038373.1	137506692	137517303	+	645.9	373
294280at7147	Complete	OZ038375.1	114335872	114359751	+	629.0	350
294341at7147	Complete	OZ038371.1	151833744	151825737	-	435.6	259
294471at7147	Complete	OZ038372.1	31007403	30999308	-	714.3	355
294505at7147	Complete	OZ038374.1	119076116	119054308	-	919.8	676
294507at7147	Complete	OZ038376.1	23152671	23150510	-	735.0	473
294539at7147	Fragmented	OZ038371.1	1456748	1457737	+	197.9	236
294623at7147	Duplicated	OZ038372.1	127832517	127833061	+	234.9	121
294623at7147	Duplicated	OZ038372.1	149574222	149573679	-	208.8	121
294625at7147	Complete	OZ038373.1	146229816	146242000	+	1260.1	933
294643at7147	Complete	OZ038371.1	5739251	5736374	-	544.6	316
294678at7147	Complete	OZ038373.1	77213492	77171907	-	688.2	375
294747at7147	Complete	OZ038373.1	115956995	115955579	-	462.9	249
294786at7147	Complete	OZ038375.1	96486978	96465172	-	888.1	439
294953at7147	Complete	OZ038371.1	216203716	216204707	+	425.6	240
295011at7147	Complete	OZ038374.1	100915601	100901339	-	444.4	342
295066at7147	Complete	OZ038371.1	38717804	38718669	+	322.0	233
295098at7147	Complete	OZ038372.1	130092550	130093226	+	330.2	195
295134at7147	Complete	OZ038372.1	31925112	31938657	+	1329.7	978
295139at7147	Complete	OZ038372.1	151243713	151248029	+	228.4	220
295160at7147	Complete	OZ038372.1	149710836	149710328	-	317.3	151
295163at7147	Complete	OZ038373.1	89845296	89848698	+	810.7	462
295178at7147	Complete	OZ038375.1	6937174	6939660	+	1051.4	603
295310at7147	Complete	OZ038375.1	10892334	10893619	+	814.9	375
295337at7147	Complete	OZ038374.1	18631025	18668630	+	560.3	347
295558at7147	Complete	OZ038374.1	104673081	104732480	+	2710.1	1472
295624at7147	Complete	OZ038374.1	97326557	97321709	-	235.5	154
295694at7147	Missing
295714at7147	Complete	OZ038371.1	229584758	229566996	-	3043.7	1560
295841at7147	Complete	OZ038373.1	48293636	48292623	-	661.1	323
295911at7147	Complete	OZ038373.1	871219	878001	+	484.4	326
295953at7147	Complete	OZ038374.1	100673109	100639962	-	1377.5	857
296064at7147	Complete	OZ038371.1	86707172	86897205	+	1367.7	744
296070at7147	Complete	OZ038371.1	2111895	2110993	-	339.2	241
296217at7147	Complete	OZ038371.1	171774841	171789414	+	1560.4	799
296305at7147	Complete	OZ038374.1	134124980	134135614	+	1129.2	720
296394at7147	Complete	OZ038373.1	7057728	7147496	+	882.1	433
296534at7147	Complete	OZ038374.1	803842	804807	+	515.5	295
296596at7147	Complete	OZ038375.1	12727434	12721991	-	2407.8	1657
296669at7147	Complete	OZ038371.1	35950220	35846542	-	427.1	201
296681at7147	Complete	OZ038373.1	14481955	14488725	+	387.9	309
296691at7147	Complete	OZ038372.1	130577836	130576208	-	844.1	448
296695at7147	Complete	OZ038374.1	15780477	15774141	-	514.5	292
296706at7147	Complete	OZ038375.1	116843325	116848455	+	1007.5	681
296850at7147	Complete	OZ038375.1	11275961	11212155	-	4659.5	2672
296856at7147	Complete	OZ038373.1	143298243	143298958	+	245.1	163
297115at7147	Complete	OZ038371.1	205184591	205195650	+	730.4	371
297283at7147	Complete	OZ038373.1	4186302	4220385	+	415.5	273
297379at7147	Duplicated	OZ038371.1	183929377	183930531	+	420.6	314
297379at7147	Duplicated	OZ038371.1	183960081	183961280	+	457.7	312
297491at7147	Complete	OZ038372.1	8908360	8900222	-	614.5	382
297503at7147	Complete	OZ038372.1	3100286	3124131	+	1387.5	1248
297571at7147	Complete	OZ038374.1	112893186	112911784	+	1171.7	872
297594at7147	Complete	OZ038375.1	103549641	103548804	-	542.3	259
297610at7147	Complete	OZ038371.1	232618725	232629149	+	985.4	656
297671at7147	Complete	OZ038373.1	22569442	22587205	+	826.7	506
297732at7147	Complete	OZ038372.1	10876624	10856373	-	986.5	618
297739at7147	Complete	OZ038372.1	10151107	10146161	-	723.1	462
297773at7147	Complete	OZ038371.1	227744107	227743777	-	204.3	92
297775at7147	Complete	OZ038372.1	147128548	147173164	+	263.1	271
297810at7147	Complete	OZ038375.1	117348213	117351936	+	890.7	497
297825at7147	Complete	OZ038373.1	84964388	84966064	+	761.6	439
297866at7147	Complete	OZ038374.1	12271752	12103700	-	1818.0	1388
297885at7147	Complete	OZ038373.1	94344265	94346073	+	1071.1	553
297900at7147	Complete	OZ038372.1	148313287	148332296	+	768.7	364
297901at7147	Complete	OZ038375.1	19448259	19424887	-	1102.0	594
297932at7147	Complete	OZ038374.1	40146131	40145337	-	474.7	246
297946at7147	Complete	OZ038373.1	7618237	7617554	-	352.4	189
297964at7147	Complete	OZ038372.1	104198433	104215861	+	426.2	236
298052at7147	Complete	OZ038372.1	128788837	128818795	+	1448.4	764
298064at7147	Complete	OZ038375.1	111943117	111946700	+	734.3	416
298096at7147	Complete	OZ038371.1	197090620	197086828	-	565.2	685
298591at7147	Complete	OZ038374.1	147462751	147463505	+	207.4	156
298657at7147	Complete	OZ038375.1	109847717	109848481	+	167.0	174
298728at7147	Complete	OZ038376.1	22820180	22820784	+	260.5	166
298828at7147	Complete	OZ038374.1	125598927	125582721	-	857.4	530
298856at7147	Complete	OZ038374.1	129247750	129253096	+	550.8	296
298916at7147	Complete	OZ038375.1	115699249	115698073	-	446.4	288
299018at7147	Complete	OZ038375.1	99442012	99443217	+	594.6	278
299040at7147	Complete	OZ038375.1	14494042	14494922	+	447.8	231
299091at7147	Complete	OZ038375.1	86716471	86783975	+	444.5	246
299208at7147	Complete	OZ038372.1	156006262	156005710	-	261.0	153
299296at7147	Complete	OZ038373.1	151285465	151277839	-	315.1	175
299539at7147	Complete	OZ038371.1	173480620	173472977	-	540.5	297
299616at7147	Complete	OZ038372.1	118555092	118547872	-	942.4	432
299630at7147	Complete	OZ038373.1	17691200	17684359	-	1037.8	787
299634at7147	Complete	OZ038375.1	32315140	32308642	-	2230.2	1252
299666at7147	Complete	OZ038374.1	29509472	29518434	+	649.5	377
299672at7147	Complete	OZ038372.1	140983400	140994586	+	434.5	246
299690at7147	Complete	OZ038373.1	139227188	139225320	-	686.2	365
299836at7147	Complete	OZ038375.1	48411268	48410825	-	161.4	103
299862at7147	Complete	OZ038373.1	6047156	6046341	-	377.8	226
299971at7147	Fragmented	OZ038372.1	28222584	28221250	-	507.4	419
300196at7147	Complete	OZ038374.1	147868121	147958050	+	336.6	193
300243at7147	Complete	OZ038372.1	35316062	35293972	-	1712.4	957
300251at7147	Complete	OZ038372.1	154085593	154077416	-	771.5	720
300291at7147	Complete	OZ038374.1	97434610	97385056	-	248.5	162
300375at7147	Complete	OZ038372.1	146885964	146887409	+	723.4	478
300528at7147	Complete	OZ038373.1	223644	222684	-	313.4	275
300552at7147	Complete	OZ038375.1	108997984	108996054	-	964.9	512
300625at7147	Complete	OZ038371.1	183680293	183637394	-	379.8	194
300691at7147	Complete	OZ038371.1	2287909	2287561	-	148.7	88
300778at7147	Complete	OZ038374.1	7279108	7275850	-	699.3	399
300838at7147	Complete	OZ038372.1	87956101	87957013	+	291.9	283
300918at7147	Complete	OZ038373.1	94531276	94515663	-	452.1	351
300956at7147	Complete	OZ038374.1	89526657	89539116	+	574.3	329
301031at7147	Complete	OZ038371.1	155477625	155483968	+	175.9	113
301098at7147	Complete	OZ038372.1	150450084	150459905	+	816.9	495
301263at7147	Complete	OZ038371.1	14132101	14127106	-	616.8	414
301408at7147	Complete	OZ038375.1	99559156	99562273	+	1153.1	545
301539at7147	Complete	OZ038372.1	60463268	60436776	-	768.9	400
301586at7147	Complete	OZ038372.1	14479171	14488758	+	1409.3	1081
301684at7147	Complete	OZ038375.1	2152658	2152197	-	303.1	151
301691at7147	Complete	OZ038375.1	111172309	111167984	-	880.7	430
301697at7147	Duplicated	CAXIWC010000084.1	25644	33725	+	1777.4	833
301697at7147	Duplicated	OZ038372.1	135529071	135520990	-	1777.4	833
301738at7147	Complete	OZ038373.1	55570174	55584606	+	257.7	134
301800at7147	Fragmented	OZ038372.1	139921972	139924899	+	1501.3	913
301802at7147	Complete	OZ038371.1	45691275	45563520	-	269.2	202
301812at7147	Complete	OZ038373.1	132935178	132935997	+	282.0	154
301911at7147	Complete	OZ038373.1	119704621	119696811	-	399.1	204
302001at7147	Complete	OZ038371.1	193703606	193702950	-	161.2	141
302118at7147	Complete	OZ038372.1	58212632	58203194	-	843.1	812
302131at7147	Complete	OZ038371.1	178806332	178836071	+	3406.1	2996
302156at7147	Complete	OZ038372.1	30833509	30832802	-	275.7	194
302314at7147	Complete	OZ038375.1	89263314	89249483	-	2177.7	1045
302345at7147	Complete	OZ038371.1	211944532	211945824	+	815.4	415
302362at7147	Complete	OZ038372.1	35624527	35623505	-	352.1	228
302392at7147	Fragmented	OZ038372.1	130145957	130115716	-	711.4	326
302405at7147	Complete	OZ038374.1	92968252	92963482	-	579.6	387
302468at7147	Complete	OZ038371.1	7207000	7206202	-	407.4	226
302479at7147	Fragmented	OZ038371.1	214896412	214896994	+	233.3	166
302500at7147	Complete	OZ038374.1	88746247	88810965	+	699.5	528
302560at7147	Complete	OZ038372.1	6495617	6428158	-	745.6	417
302572at7147	Complete	OZ038371.1	5260316	5234393	-	591.5	316
302595at7147	Complete	OZ038371.1	181846030	181830104	-	454.0	296
302762at7147	Complete	OZ038373.1	1388149	1386379	-	563.8	357
302851at7147	Complete	OZ038374.1	4954599	4959515	+	378.0	384
302891at7147	Duplicated	OZ038371.1	52577791	52576273	-	728.2	480
302891at7147	Duplicated	OZ038375.1	114950937	114944548	-	686.7	474
302920at7147	Complete	OZ038375.1	21535561	21545290	+	1410.3	835
303019at7147	Complete	OZ038373.1	148192623	148192043	-	237.5	121
303109at7147	Complete	OZ038371.1	204984623	204957453	-	1094.9	708
303198at7147	Complete	OZ038375.1	43242768	43254203	+	823.1	390
303297at7147	Complete	OZ038373.1	7618974	7640390	+	2617.4	1678
303335at7147	Complete	OZ038372.1	159851033	159852781	+	776.1	586
303353at7147	Complete	OZ038375.1	112822875	112905412	+	692.4	610
303404at7147	Complete	OZ038373.1	2532780	2534631	+	883.8	512
303443at7147	Complete	OZ038375.1	32321102	32322064	+	329.5	262
303520at7147	Complete	OZ038371.1	34285364	34304838	+	248.5	138
303635at7147	Complete	OZ038371.1	5707390	5712076	+	1373.0	750
303659at7147	Complete	OZ038371.1	190020150	190019214	-	330.4	255
303810at7147	Complete	OZ038371.1	89743163	89707174	-	143.1	100
304040at7147	Complete	OZ038374.1	81773400	81669463	-	2060.1	1300
304215at7147	Missing
304228at7147	Complete	OZ038373.1	2193256	2196817	+	355.1	351
304230at7147	Complete	OZ038371.1	205600281	205591291	-	279.4	291
304387at7147	Complete	OZ038374.1	8716141	8717107	+	535.0	280
304533at7147	Complete	OZ038371.1	18858695	18842588	-	1087.4	822
304636at7147	Complete	OZ038372.1	129029339	129030326	+	282.2	205
304708at7147	Complete	OZ038371.1	7809606	7816429	+	431.7	216
304822at7147	Complete	OZ038375.1	50665335	50723073	+	932.5	719
304856at7147	Complete	OZ038371.1	1469877	1471433	+	367.9	310
304872at7147	Complete	OZ038371.1	5203248	5200866	-	643.6	519
304892at7147	Complete	OZ038375.1	18265757	18265036	-	285.2	183
304895at7147	Complete	OZ038373.1	189591	192144	+	1294.7	763
305005at7147	Complete	OZ038371.1	195911163	195928418	+	929.5	458
305080at7147	Complete	OZ038372.1	19278112	19276246	-	649.4	432
305110at7147	Complete	OZ038374.1	107728792	107727823	-	224.8	199
305135at7147	Complete	OZ038373.1	1050817	1044627	-	855.9	514
305169at7147	Complete	OZ038372.1	62406520	62103171	-	1280.5	669
305196at7147	Complete	OZ038373.1	79161441	79173969	+	245.9	181
305311at7147	Complete	OZ038374.1	129305255	129304786	-	161.0	129
305385at7147	Complete	OZ038375.1	99444873	99443314	-	240.9	283
305466at7147	Complete	OZ038373.1	94531710	94534006	+	766.3	430
305612at7147	Complete	OZ038374.1	5715761	5706586	-	1523.8	779
305652at7147	Missing
305729at7147	Complete	OZ038375.1	101269447	101270659	+	637.0	366
305813at7147	Complete	OZ038374.1	131408142	131406694	-	498.5	318
305895at7147	Complete	OZ038371.1	116299838	116290582	-	1298.3	637
305925at7147	Complete	OZ038374.1	39991125	39975804	-	491.9	297
305949at7147	Complete	OZ038371.1	181361071	181259268	-	1450.0	860
305990at7147	Duplicated	OZ038372.1	99484679	99485481	+	413.7	216
305990at7147	Duplicated	OZ038375.1	88679680	88680330	+	411.9	216
306015at7147	Complete	OZ038372.1	33619334	33619910	+	302.9	166
306096at7147	Complete	OZ038373.1	92214136	92214867	+	188.6	105
306279at7147	Complete	OZ038371.1	23562841	23564617	+	918.1	459
306330at7147	Complete	OZ038371.1	55172982	55172635	-	90.4	44
306523at7147	Complete	OZ038373.1	112714585	112683885	-	1075.3	663
306531at7147	Fragmented	OZ038373.1	28586705	28716625	+	408.7	377
306684at7147	Complete	OZ038371.1	132946146	132993571	+	1330.0	682
306693at7147	Complete	OZ038372.1	35032038	35024257	-	280.9	185
306719at7147	Complete	OZ038373.1	104713212	104615210	-	940.7	560
306780at7147	Complete	OZ038375.1	90047205	89994142	-	734.3	372
306810at7147	Complete	OZ038375.1	102133507	102136406	+	326.9	202
306812at7147	Complete	OZ038372.1	156624795	156624060	-	392.4	207
306844at7147	Complete	OZ038375.1	102079257	102098679	+	566.4	305
307135at7147	Complete	OZ038373.1	133126021	133106645	-	382.5	301
307172at7147	Complete	OZ038373.1	124023137	124008663	-	929.7	552
307255at7147	Complete	OZ038371.1	227655991	227720743	+	979.0	608
307277at7147	Complete	OZ038371.1	213216708	213215944	-	364.4	256
307283at7147	Complete	OZ038373.1	124252037	124251291	-	372.9	215
307441at7147	Fragmented	OZ038374.1	68113177	67965505	-	402.5	202
307476at7147	Complete	OZ038375.1	22679980	22680580	+	254.3	176
307605at7147	Complete	OZ038375.1	116829441	116828389	-	310.8	335
307703at7147	Missing
307987at7147	Complete	OZ038371.1	68088549	67839024	-	2524.8	1522
307989at7147	Complete	OZ038373.1	116441481	116440390	-	528.3	341
308180at7147	Complete	OZ038375.1	76424129	76195997	-	867.6	478
308232at7147	Complete	OZ038371.1	205525144	205507260	-	216.9	268
308242at7147	Complete	OZ038374.1	100814709	100814112	-	268.3	153
308330at7147	Complete	OZ038372.1	116975013	116974013	-	535.1	292
308369at7147	Complete	OZ038371.1	20305202	20303314	-	763.8	433
308466at7147	Complete	OZ038375.1	116563161	116547317	-	768.0	420
308534at7147	Complete	OZ038372.1	6035984	6072636	+	1066.9	548
308577at7147	Missing
308627at7147	Complete	OZ038374.1	70105748	70196436	+	1147.0	798
308629at7147	Complete	OZ038375.1	39017951	39019228	+	507.1	323
308630at7147	Complete	OZ038371.1	135368022	135369269	+	527.0	367
308633at7147	Complete	OZ038374.1	49470003	49382006	-	531.6	283
308668at7147	Complete	OZ038371.1	193783347	193827402	+	3022.2	1826
308691at7147	Complete	OZ038372.1	157833802	157834272	+	235.6	128
308713at7147	Complete	OZ038372.1	137441876	137448245	+	820.0	460
308728at7147	Complete	OZ038374.1	13803587	13790665	-	538.6	315
308760at7147	Complete	OZ038371.1	12941063	12942037	+	424.2	266
308781at7147	Complete	OZ038371.1	38276148	38291158	+	743.7	375
308882at7147	Complete	OZ038374.1	74001167	74067896	+	2839.7	1774
308920at7147	Complete	OZ038374.1	54854211	54926757	+	466.8	361
308957at7147	Complete	OZ038375.1	12440472	12446113	+	966.8	636
309117at7147	Complete	OZ038372.1	162030524	162031233	+	194.2	120
309142at7147	Complete	OZ038372.1	150447762	150434382	-	652.7	384
309228at7147	Complete	OZ038371.1	147721113	147719551	-	457.8	496
309306at7147	Complete	OZ038375.1	114554318	114543936	-	1314.2	980
309374at7147	Complete	OZ038372.1	155263809	155251975	-	724.4	643
309380at7147	Complete	OZ038372.1	34657294	34657668	+	131.5	85
309384at7147	Missing
309394at7147	Complete	OZ038371.1	102698052	102738343	+	453.0	331
309430at7147	Complete	OZ038376.1	18670732	18672069	+	364.9	195
309613at7147	Complete	OZ038371.1	120306632	120300874	-	664.6	429
309709at7147	Complete	OZ038371.1	209966241	210019208	+	699.7	422
309819at7147	Complete	OZ038372.1	94817963	94870426	+	255.2	177
309944at7147	Complete	OZ038373.1	12600555	12593656	-	513.2	528
309960at7147	Complete	OZ038374.1	117669966	117648509	-	264.3	148
310079at7147	Complete	OZ038371.1	102620171	102619429	-	382.1	228
310082at7147	Complete	OZ038371.1	111617188	111624580	+	486.4	298
310143at7147	Complete	OZ038373.1	53338531	53418407	+	493.5	299
310180at7147	Complete	OZ038372.1	139956819	139962852	+	968.2	658
310237at7147	Complete	OZ038374.1	15077019	15078451	+	630.1	324
310315at7147	Complete	OZ038372.1	22738507	22731898	-	480.1	217
310363at7147	Complete	OZ038372.1	110348691	110347477	-	326.3	236
310366at7147	Missing
310451at7147	Complete	OZ038371.1	155433795	155335959	-	661.9	465
310466at7147	Complete	OZ038371.1	12880804	12882123	+	208.0	109
310503at7147	Complete	OZ038374.1	478148	504090	+	1174.0	549
310552at7147	Complete	OZ038372.1	142877	135035	-	524.5	457
310580at7147	Complete	OZ038371.1	23126965	23126211	-	361.5	197
310592at7147	Complete	OZ038372.1	29630872	29627448	-	485.9	332
310595at7147	Complete	OZ038375.1	28997356	28995632	-	836.9	435
310609at7147	Missing
310734at7147	Complete	OZ038373.1	107790482	107792245	+	675.7	438
310764at7147	Complete	OZ038371.1	222339543	222345641	+	426.1	251
311066at7147	Complete	OZ038372.1	98720718	98831161	+	1000.8	587
311102at7147	Complete	OZ038372.1	157777733	157784696	+	1122.0	610
311174at7147	Complete	OZ038372.1	67618690	67644708	+	495.2	300
311225at7147	Missing
311243at7147	Complete	OZ038373.1	83202150	83194017	-	726.8	443
311252at7147	Complete	OZ038374.1	54090059	53735352	-	4970.0	2759
311315at7147	Complete	OZ038372.1	5020914	5023717	+	448.4	335
311392at7147	Complete	OZ038372.1	148187727	148196748	+	516.8	318
311417at7147	Complete	OZ038371.1	165081712	165074409	-	266.8	136
311425at7147	Complete	OZ038374.1	141122096	141121065	-	397.0	366
311472at7147	Complete	OZ038374.1	104843848	104856149	+	496.2	328
311661at7147	Complete	OZ038375.1	15454752	15457247	+	1016.1	627
311719at7147	Complete	OZ038371.1	17453729	17452365	-	532.5	408
311793at7147	Complete	OZ038371.1	108737701	108736957	-	431.9	224
312007at7147	Complete	OZ038374.1	6887031	6882036	-	415.4	226
312089at7147	Complete	OZ038372.1	37596046	37548809	-	2089.9	1212
312485at7147	Complete	OZ038374.1	9390490	9381431	-	736.6	448
312584at7147	Complete	OZ038372.1	61868370	61869272	+	278.4	164
312587at7147	Complete	OZ038373.1	85850192	85903739	+	1307.5	915
312646at7147	Complete	OZ038372.1	15250558	15252720	+	639.7	391
312756at7147	Complete	OZ038375.1	32323668	32322328	-	800.1	393
312781at7147	Complete	OZ038375.1	8137778	8126022	-	514.6	306
313016at7147	Complete	OZ038376.1	23785186	23787734	+	853.2	547
313017at7147	Complete	OZ038372.1	1516822	1516033	-	349.2	179
313023at7147	Complete	OZ038374.1	125379411	125382371	+	1018.2	985
313075at7147	Complete	OZ038371.1	137220468	137314482	+	492.7	280
313130at7147	Complete	OZ038371.1	20532237	20523606	-	472.6	297
313141at7147	Complete	OZ038372.1	60281705	60282454	+	344.5	218
313158at7147	Complete	OZ038372.1	5112009	5103717	-	364.7	603
313187at7147	Complete	OZ038373.1	62194949	62079921	-	1401.5	789
313192at7147	Complete	OZ038374.1	141178182	141183991	+	701.9	560
313308at7147	Complete	OZ038371.1	36882902	36757020	-	631.3	432
313423at7147	Complete	OZ038374.1	18761072	18770991	+	626.0	357
313430at7147	Complete	OZ038372.1	20724755	20723934	-	403.4	240
313468at7147	Complete	OZ038374.1	96157939	96121412	-	737.8	458
313486at7147	Complete	OZ038371.1	225494878	225495451	+	276.3	166
313690at7147	Complete	OZ038371.1	22078537	22107304	+	1382.3	881
313720at7147	Complete	OZ038372.1	14609763	14600917	-	351.5	548
313821at7147	Complete	OZ038372.1	29021877	28980118	-	402.3	274
313877at7147	Complete	OZ038371.1	157096504	157078022	-	1133.7	675
